380	0.001368000 	0.000039000 	0.006450001 
381	0.001502050 	0.000042826 	0.007083216 
382	0.001642328 	0.000046915 	0.007745488 
383	0.001802382 	0.000051590 	0.008501152 
384	0.001995757 	0.000057176 	0.009414544 
385	0.002236000 	0.000064000 	0.010549990 
386	0.002535385 	0.000072344 	0.011965800 
387	0.002892603 	0.000082212 	0.013655870 
388	0.003300829 	0.000093508 	0.015588050 
389	0.003753236 	0.000106136 	0.017730150 
390	0.004243000 	0.000120000 	0.020050010 
391	0.004762389 	0.000134984 	0.022511360 
392	0.005330048 	0.000151492 	0.025202880 
393	0.005978712 	0.000170208 	0.028279720 
394	0.006741117 	0.000191816 	0.031897040 
395	0.007650000 	0.000217000 	0.036210000 
396	0.008751373 	0.000246907 	0.041437710 
397	0.010028880 	0.000281240 	0.047503720 
398	0.011421700 	0.000318520 	0.054119880 
399	0.012869010 	0.000357267 	0.060998030 
400	0.014310000 	0.000396000 	0.067850010 
401	0.015704430 	0.000433715 	0.074486320 
402	0.017147440 	0.000473024 	0.081361560 
403	0.018781220 	0.000517876 	0.089153640 
404	0.020748010 	0.000572219 	0.098540480 
405	0.023190000 	0.000640000 	0.110200000 
406	0.026207360 	0.000724560 	0.124613300 
407	0.029782480 	0.000825500 	0.141701700 
408	0.033880920 	0.000941160 	0.161303500 
409	0.038468240 	0.001069880 	0.183256800 
410	0.043510000 	0.001210000 	0.207400000 
411	0.048995600 	0.001362091 	0.233692100 
412	0.055022600 	0.001530752 	0.262611400 
413	0.061718800 	0.001720368 	0.294774600 
414	0.069212000 	0.001935323 	0.330798500 
415	0.077630000 	0.002180000 	0.371300000 
416	0.086958110 	0.002454800 	0.416209100 
417	0.097176720 	0.002764000 	0.465464200 
418	0.108406300 	0.003117800 	0.519694800 
419	0.120767200 	0.003526400 	0.579530300 
420	0.134380000 	0.004000000 	0.645600000 
421	0.149358200 	0.004546240 	0.718483800 
422	0.165395700 	0.005159320 	0.796713300 
423	0.181983100 	0.005829280 	0.877845900 
424	0.198611000 	0.006546160 	0.959439000 
425	0.214770000 	0.007300000 	1.039050100 
426	0.231868000 	0.008086507 	1.115367300 
427	0.244879700 	0.008908720 	1.188497100 
428	0.258777300 	0.009767680 	1.258123100 
429	0.271807900 	0.010664430 	1.323929600 
430	0.283900000 	0.011600000 	1.385600000 
431	0.294946800 	0.012573170 	1.442635200 
432	0.304896500 	0.013582720 	1.494803500 
433	0.313787300 	0.014629680 	1.542190300 
434	0.321645400 	0.015715090 	1.584880700 
435	0.328500000 	0.016840000 	1.622960000 
436	0.334351300 	0.018007360 	1.656404800 
437	0.339210100 	0.019214480 	1.685295900 
438	0.343121300 	0.020453920 	1.709874500 
439	0.346129600 	0.021718240 	1.730382100 
440	0.348280000 	0.023000000 	1.747060000 
441	0.349599900 	0.024294610 	1.760044600 
442	0.350147400 	0.025610240 	1.769623300 
443	0.350013000 	0.026958570 	1.776263700 
444	0.349287000 	0.028351250 	1.780433400 
445	0.348060000 	0.029800000 	1.782600000 
446	0.346373300 	0.031310830 	1.782968200 
447	0.344262400 	0.032883680 	1.781699800 
448	0.341808800 	0.034521120 	1.779198200 
449	0.339094100 	0.036225710 	1.775867100 
450	0.336200000 	0.038000000 	1.772110000 
451	0.333197700 	0.039846670 	1.768258900 
452	0.330041100 	0.041768000 	1.764039000 
453	0.326635700 	0.043766000 	1.758943800 
454	0.322886800 	0.045842670 	1.752466300 
455	0.318700000 	0.048000000 	1.744100000 
456	0.314025100 	0.050243680 	1.733559500 
457	0.308884000 	0.052573040 	1.720858100 
458	0.303290400 	0.054980560 	1.705936900 
459	0.297257900 	0.057458720 	1.688737200 
460	0.290300000 	0.060000000 	1.669200000 
461	0.283970100 	0.062601970 	1.647528700 
462	0.276721400 	0.065277520 	1.623412700 
463	0.268917800 	0.068042080 	1.596022300 
464	0.260422700 	0.070911090 	1.564528000 
