380,0.0013680000 ,0.0000390000 ,0.0064500010 
381,0.0015020500 ,0.0000428264 ,0.0070832160 
382,0.0016423280 ,0.0000469146 ,0.0077454880 
383,0.0018023820 ,0.0000515896 ,0.0085011520 
384,0.0019957570 ,0.0000571764 ,0.0094145440 
385,0.0022360000 ,0.0000640000 ,0.0105499900 
386,0.0025353850 ,0.0000723442 ,0.0119658000 
387,0.0028926030 ,0.0000822122 ,0.0136558700 
388,0.0033008290 ,0.0000935082 ,0.0155880500 
389,0.0037532360 ,0.0001061361 ,0.0177301500 
390,0.0042430000 ,0.0001200000 ,0.0200500100 
391,0.0047623890 ,0.0001349840 ,0.0225113600 
392,0.0053300480 ,0.0001514920 ,0.0252028800 
393,0.0059787120 ,0.0001702080 ,0.0282797200 
394,0.0067411170 ,0.0001918160 ,0.0318970400 
395,0.0076500000 ,0.0002170000 ,0.0362100000 
396,0.0087513730 ,0.0002469067 ,0.0414377100 
397,0.0100288800 ,0.0002812400 ,0.0475037200 
398,0.0114217000 ,0.0003185200 ,0.0541198800 
399,0.0128690100 ,0.0003572667 ,0.0609980300 
400,0.0143100000 ,0.0003960000 ,0.0678500100 
401,0.0157044300 ,0.0004337147 ,0.0744863200 
402,0.0171474400 ,0.0004730240 ,0.0813615600 
403,0.0187812200 ,0.0005178760 ,0.0891536400 
404,0.0207480100 ,0.0005722187 ,0.0985404800 
405,0.0231900000 ,0.0006400000 ,0.1102000000 
406,0.0262073600 ,0.0007245600 ,0.1246133000 
407,0.0297824800 ,0.0008255000 ,0.1417017000 
408,0.0338809200 ,0.0009411600 ,0.1613035000 
409,0.0384682400 ,0.0010698800 ,0.1832568000 
410,0.0435100000 ,0.0012100000 ,0.2074000000 
411,0.0489956000 ,0.0013620910 ,0.2336921000 
412,0.0550226000 ,0.0015307520 ,0.2626114000 
413,0.0617188000 ,0.0017203680 ,0.2947746000 
414,0.0692120000 ,0.0019353230 ,0.3307985000 
415,0.0776300000 ,0.0021800000 ,0.3713000000 
416,0.0869581100 ,0.0024548000 ,0.4162091000 
417,0.0971767200 ,0.0027640000 ,0.4654642000 
418,0.1084063000 ,0.0031178000 ,0.5196948000 
419,0.1207672000 ,0.0035264000 ,0.5795303000 
420,0.1343800000 ,0.0040000000 ,0.6456000000 
421,0.1493582000 ,0.0045462400 ,0.7184838000 
422,0.1653957000 ,0.0051593200 ,0.7967133000 
423,0.1819831000 ,0.0058292800 ,0.8778459000 
424,0.1986110000 ,0.0065461600 ,0.9594390000 
425,0.2147700000 ,0.0073000000 ,1.0390501000 
426,0.2318680000 ,0.0080865070 ,1.1153673000 
427,0.2448797000 ,0.0089087200 ,1.1884971000 
428,0.2587773000 ,0.0097676800 ,1.2581231000 
429,0.2718079000 ,0.0106644300 ,1.3239296000 
430,0.2839000000 ,0.0116000000 ,1.3856000000 
431,0.2949468000 ,0.0125731700 ,1.4426352000 
432,0.3048965000 ,0.0135827200 ,1.4948035000 
433,0.3137873000 ,0.0146296800 ,1.5421903000 
434,0.3216454000 ,0.0157150900 ,1.5848807000 
435,0.3285000000 ,0.0168400000 ,1.6229600000 
436,0.3343513000 ,0.0180073600 ,1.6564048000 
437,0.3392101000 ,0.0192144800 ,1.6852959000 
438,0.3431213000 ,0.0204539200 ,1.7098745000 
439,0.3461296000 ,0.0217182400 ,1.7303821000 
440,0.3482800000 ,0.0230000000 ,1.7470600000 
441,0.3495999000 ,0.0242946100 ,1.7600446000 
442,0.3501474000 ,0.0256102400 ,1.7696233000 
443,0.3500130000 ,0.0269585700 ,1.7762637000 
444,0.3492870000 ,0.0283512500 ,1.7804334000 
445,0.3480600000 ,0.0298000000 ,1.7826000000 
446,0.3463733000 ,0.0313108300 ,1.7829682000 
447,0.3442624000 ,0.0328836800 ,1.7816998000 
448,0.3418088000 ,0.0345211200 ,1.7791982000 
449,0.3390941000 ,0.0362257100 ,1.7758671000 
450,0.3362000000 ,0.0380000000 ,1.7721100000 
451,0.3331977000 ,0.0398466700 ,1.7682589000 
452,0.3300411000 ,0.0417680000 ,1.7640390000 
453,0.3266357000 ,0.0437660000 ,1.7589438000 
454,0.3228868000 ,0.0458426700 ,1.7524663000 
455,0.3187000000 ,0.0480000000 ,1.7441000000 
456,0.3140251000 ,0.0502436800 ,1.7335595000 
457,0.3088840000 ,0.0525730400 ,1.7208581000 
458,0.3032904000 ,0.0549805600 ,1.7059369000 
459,0.2972579000 ,0.0574587200 ,1.6887372000 
460,0.2903000000 ,0.0600000000 ,1.6692000000 
461,0.2839701000 ,0.0626019700 ,1.6475287000 
462,0.2767214000 ,0.0652775200 ,1.6234127000 
463,0.2689178000 ,0.0680420800 ,1.5960223000 
464,0.2604227000 ,0.0709110900 ,1.5645280000 
465,0.2510000000 ,0.0739000000 ,1.5281000000 
466,0.2408475000 ,0.0770160000 ,1.4861114000 
467,0.2298510000 ,0.0802664000 ,1.4395215000 
468,0.2184072000 ,0.0836668000 ,1.3898799000 
469,0.2068115000 ,0.0872328000 ,1.3387362000 
470,0.1953600000 ,0.0909800000 ,1.2876400000 
471,0.1842136000 ,0.0949175500 ,1.2374223000 
472,0.1733273000 ,0.0990458400 ,1.1878243000 
473,0.1626881000 ,0.1033674000 ,1.1387611000 
474,0.1522833000 ,0.1088460000 ,1.0901480000 
475,0.1421000000 ,0.1126000000 ,1.0419000000 
476,0.1321786000 ,0.1175320000 ,0.9941976000 
477,0.1225696000 ,0.1226744000 ,0.9473473000 
478,0.1132752000 ,0.1279928000 ,0.9014531000 
479,0.1042979000 ,0.1334528000 ,0.8566193000 
480,0.0956400000 ,0.1390200000 ,0.8129501000 
481,0.0872995500 ,0.1446764000 ,0.7705173000 
482,0.0792080400 ,0.1504693000 ,0.7294448000 
483,0.0717177600 ,0.1564619000 ,0.6899136000 
484,0.0645809900 ,0.1627177000 ,0.6521049000 
485,0.0579500100 ,0.1693000000 ,0.6162000000 
486,0.0518621100 ,0.1762431000 ,0.5823286000 
487,0.0462815200 ,0.1835581000 ,0.5504162000 
488,0.0411508800 ,0.1912735000 ,0.5203376000 
489,0.0364128300 ,0.1994180000 ,0.4919673000 
490,0.0320100000 ,0.2080200000 ,0.4651800000 
491,0.0279172000 ,0.2171199000 ,0.4399246000 
492,0.0241444000 ,0.2267345000 ,0.4161836000 
493,0.0206870000 ,0.2368571000 ,0.3938822000 
494,0.0175404000 ,0.2474812000 ,0.3729459000 
495,0.0147000000 ,0.2586000000 ,0.3533000000 
496,0.0121617900 ,0.2701849000 ,0.3348578000 
497,0.0099199600 ,0.2822939000 ,0.3175521000 
498,0.0079672400 ,0.2950505000 ,0.3013375000 
499,0.0062963460 ,0.3085780000 ,0.2861686000 
500,0.0049000000 ,0.3230000000 ,0.2720000000 
501,0.0037771730 ,0.3384021000 ,0.2588171000 
502,0.0029453200 ,0.3546858000 ,0.2464838000 
503,0.0024248800 ,0.3716986000 ,0.2347718000 
504,0.0022362930 ,0.3892875000 ,0.2234533000 
505,0.0024000000 ,0.4073000000 ,0.2123000000 
506,0.0029255200 ,0.4256299000 ,0.2011692000 
507,0.0038365600 ,0.4443090000 ,0.1901196000 
508,0.0051748400 ,0.4633944000 ,0.1792254000 
509,0.0069820800 ,0.4829395000 ,0.1685608000 
510,0.0093000000 ,0.5030000000 ,0.1582000000 
511,0.0121494900 ,0.5235693000 ,0.1481383000 
512,0.0155358800 ,0.5445120000 ,0.1383758000 
513,0.0194775200 ,0.5656900000 ,0.1289942000 
514,0.0239927700 ,0.5869653000 ,0.1200751000 
515,0.0291000000 ,0.6082000000 ,0.1117000000 
516,0.0348148500 ,0.6293456000 ,0.1039048000 
517,0.0411201600 ,0.6503068000 ,0.0966674800 
518,0.0479850400 ,0.6708752000 ,0.0899827200 
519,0.0553786100 ,0.6908424000 ,0.0838453100 
520,0.0632700000 ,0.7100000000 ,0.0782499900 
521,0.0716350100 ,0.7281852000 ,0.0732089900 
522,0.0804622400 ,0.7454636000 ,0.0686781600 
523,0.0897399600 ,0.7619694000 ,0.0645678400 
524,0.0994564500 ,0.7778368000 ,0.0607883500 
525,0.1096000000 ,0.7932000000 ,0.0572500100 
526,0.1201674000 ,0.8081104000 ,0.0539043500 
527,0.1311145000 ,0.8224962000 ,0.0507466400 
528,0.1423679000 ,0.8363068000 ,0.0477527600 
529,0.1538542000 ,0.8494916000 ,0.0448985900 
530,0.1655000000 ,0.8620000000 ,0.0421600000 
531,0.1772571000 ,0.8737108000 ,0.0395072800 
532,0.1891400000 ,0.8849624000 ,0.0369356400 
533,0.2011694000 ,0.8954936000 ,0.0344583600 
534,0.2133658000 ,0.9054432000 ,0.0320887200 
535,0.2257499000 ,0.9148501000 ,0.0298400000 
536,0.2383209000 ,0.9237348000 ,0.0277118100 
537,0.2510668000 ,0.9320924000 ,0.0256944400 
538,0.2639922000 ,0.9399226000 ,0.0237871600 
539,0.2771017000 ,0.9472252000 ,0.0219892500 
540,0.2904000000 ,0.9540000000 ,0.0203000000 
541,0.3038912000 ,0.9602561000 ,0.0187180500 
542,0.3175726000 ,0.9660074000 ,0.0172403600 
543,0.3314384000 ,0.9712606000 ,0.0158636400 
544,0.3454828000 ,0.9760022500 ,0.0145846100 
545,0.3597000000 ,0.9803000000 ,0.0134000000 
546,0.3740839000 ,0.9840924000 ,0.0123072300 
547,0.3886396000 ,0.9874182000 ,0.0113018800 
548,0.4033784000 ,0.9903128000 ,0.0103779200 
549,0.4183115000 ,0.9928116000 ,0.0095293060 
550,0.4334499000 ,0.9949501000 ,0.0087499990 
551,0.4487953000 ,0.9967108000 ,0.0080352000 
552,0.4643360000 ,0.9980983000 ,0.0073816000 
553,0.4800640000 ,0.9991120000 ,0.0067854000 
554,0.4959713000 ,0.9997482000 ,0.0062428000 
555,0.5120501000 ,1.0000000000 ,0.0057499990 
556,0.5282959000 ,0.9998567000 ,0.0053036000 
557,0.5446916000 ,0.9993046000 ,0.0048998000 
558,0.5612094000 ,0.9983255000 ,0.0045342000 
559,0.5778215000 ,0.9968987000 ,0.0042024000 
560,0.5945000000 ,0.9950000000 ,0.0039000000 
561,0.6112209000 ,0.9926005000 ,0.0036320000 
562,0.6279758000 ,0.9897426000 ,0.0031414000 
563,0.6447602000 ,0.9864444000 ,0.0029348000 
564,0.6615697000 ,0.9827241000 ,0.0029348000 
565,0.6784000000 ,0.9876000000 ,0.0027499900 
566,0.6953292000 ,0.9740837000 ,0.0025852000 
567,0.7120586000 ,0.9691712000 ,0.0024386000 
568,0.7288284000 ,0.9638568000 ,0.0023094000 
569,0.7455188000 ,0.9581349000 ,0.0021968000 
570,0.7621000000 ,0.9520000000 ,0.0021000000 
571,0.7785432000 ,0.9454504000 ,0.0020177330 
572,0.7948560000 ,0.9384992000 ,0.0019482000 
573,0.8109264000 ,0.9311628000 ,0.0018898000 
574,0.8268248000 ,0.9234576000 ,0.0018409330 
575,0.8425000000 ,0.9154000000 ,0.0018000000 
576,0.8579325000 ,0.9070064000 ,0.0017662670 
577,0.8730816000 ,0.8982772000 ,0.0017378000 
578,0.8878944000 ,0.8892048000 ,0.0017112000 
579,0.9023181000 ,0.8797816000 ,0.0016830670 
580,0.9163000000 ,0.8700000000 ,0.0016500010 
581,0.9297995000 ,0.8598613000 ,0.0016101330 
582,0.9427894000 ,0.8493920000 ,0.0015644000 
583,0.9552776000 ,0.8386220000 ,0.0015136000 
584,0.9672179000 ,0.8275813000 ,0.0014585330 
585,0.9786000000 ,0.8163000000 ,0.0014000000 
586,0.9893856000 ,0.8047947000 ,0.0013366670 
587,0.9995488000 ,0.7930820000 ,0.0012700000 
588,1.0090892000 ,0.7811920000 ,0.0012050000 
589,1.0180064000 ,0.7691547000 ,0.0011466670 
590,1.0263000000 ,0.7570000000 ,0.0011000000 
591,1.0339827000 ,0.7447541000 ,0.0010688000 
592,1.0409860000 ,0.7324224000 ,0.0010494000 
593,1.0471880000 ,0.7200036000 ,0.0010356000 
594,1.0524667000 ,0.7074965000 ,0.0012120000 
595,1.0567000000 ,0.6949000000 ,0.0010000000 
596,1.0597944000 ,0.6822192000 ,0.0009686400 
597,1.0617992000 ,0.6694716000 ,0.0009299200 
598,1.0628068000 ,0.6566744000 ,0.0008868800 
599,1.0629096000 ,0.6438448000 ,0.0008425600 
600,1.0622000000 ,0.6310000000 ,0.0008000000 
601,1.0607352000 ,0.6181555000 ,0.0007609600 
